SeniorCitizen,tenure,TotalCharges,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,OnlineSecurity_No internet service,OnlineSecurity_Yes,TechSupport_No internet service,TechSupport_Yes,Churn_probabilidad
0,18,1691.9,False,False,False,True,False,False,False,False,False,0.7937512914296891
0,3,161.45,False,False,False,True,False,False,False,False,False,0.8248496366028112
0,1,20.6,False,False,False,False,True,True,False,True,False,0.4340572013590728
0,29,1332.4,False,False,False,True,False,False,False,False,False,0.6083430166352618
0,69,1678.05,False,True,True,False,False,True,False,True,False,0.004044037508021782
0,21,1992.55,False,False,True,False,False,False,False,False,False,0.693945713837293
0,20,927.15,False,False,False,True,False,False,False,False,False,0.695158529196281
0,72,7966.9,False,True,False,False,False,False,True,False,False,0.15304990041536876
0,7,150.85,True,False,True,False,False,False,False,False,False,0.5170564962139889
0,5,95.55,False,False,True,False,False,True,False,True,False,0.4107162184906869
0,6,314.55,False,False,False,True,False,False,False,False,False,0.807024315266602
0,13,831.75,False,False,True,False,False,False,False,False,False,0.6791220923352731
0,1,20.05,False,False,False,False,True,True,False,True,False,0.4339879723914985
0,3,246.5,False,False,False,True,False,False,True,False,False,0.7343666319655718
0,7,639.7,False,False,False,True,False,False,False,False,False,0.8222490009613139
0,6,523.5,False,False,False,True,False,False,False,False,False,0.8231529394441206
0,1,20.0,False,False,False,False,True,True,False,True,False,0.4339816789766774
0,11,237.7,True,False,True,False,False,True,False,True,False,0.19629374029430435
0,63,6137.0,True,False,False,False,False,False,False,False,False,0.3873188413300256
1,3,202.9,False,False,False,False,True,False,False,False,False,0.7800417690131461
0,6,124.4,True,False,False,False,True,True,False,True,False,0.2196263649324163
0,70,4872.35,False,True,True,False,False,False,True,False,False,0.037246317922131296
0,37,3419.3,False,False,False,True,False,False,False,False,True,0.6456125236682941
1,38,735.9,False,True,False,False,True,True,False,True,False,0.02252570669612331
1,29,1718.95,False,False,False,False,False,False,True,False,False,0.4933336519593283
0,9,164.6,True,False,False,True,False,True,False,True,False,0.30370718250520706
1,23,485.2,True,False,False,True,False,True,False,True,False,0.2182489681953972
1,20,1951.0,False,False,False,True,False,False,False,False,False,0.8400828598230443
0,70,1764.75,False,True,False,False,True,True,False,True,False,0.003482092468322932
0,70,7085.5,False,True,True,False,False,False,True,False,True,0.07570493921871303
1,5,392.5,False,False,False,True,False,False,False,False,False,0.8636968774196724
0,72,5727.45,False,True,False,False,False,False,True,False,True,0.03760247631507531
0,72,3880.05,False,True,True,False,False,False,True,False,True,0.013705533783886314
0,4,360.55,False,False,False,False,True,False,True,False,True,0.5027157093062969
0,7,164.85,False,False,False,False,True,True,False,True,False,0.35759127193438367
0,23,1810.85,True,False,True,False,False,False,True,False,False,0.32977166952768006
0,11,716.1,False,False,False,True,False,False,False,False,False,0.7871536210131689
0,23,445.3,True,False,True,False,False,True,False,True,False,0.10986604620914497
0,12,654.5,False,False,False,True,False,False,False,False,True,0.6956305353061922
0,49,4520.15,True,False,False,True,False,False,False,False,False,0.5079935905457961
0,14,1139.2,False,False,False,True,False,False,False,False,False,0.7904161256364859
0,56,1971.5,True,False,True,False,False,False,False,False,False,0.09796610685502237
0,3,45.75,False,False,False,False,True,True,False,True,False,0.40518492463769645
0,69,7455.45,False,True,False,False,False,False,False,False,True,0.170306004101382
1,6,457.1,False,False,False,True,False,False,False,False,False,0.8598088636960516
0,49,1032.05,True,False,True,False,False,True,False,True,False,0.02929342444268613
0,18,1687.95,False,False,False,True,False,False,False,False,False,0.7934197447727251
1,1,69.5,False,False,False,False,False,False,False,False,False,0.8242010010963698
0,3,108.95,False,False,True,False,False,False,False,False,False,0.7382243798472913
0,2,167.3,False,False,False,True,False,False,False,False,False,0.8345595115483424
0,54,1008.7,False,True,True,False,False,True,False,True,False,0.007665288848383745
0,24,1269.6,False,False,True,False,False,False,False,False,True,0.4667984842320646
0,54,3273.95,False,True,False,False,False,False,True,False,True,0.03501795047554674
0,15,311.6,False,False,False,False,True,True,False,True,False,0.2618166408349082
0,45,3618.7,False,True,False,False,False,False,True,False,True,0.07256439082058923
0,46,1755.35,False,True,False,False,True,False,True,False,True,0.02221505995648962
0,12,690.5,False,False,False,False,False,False,True,False,True,0.4675613342058337
0,71,5436.45,False,True,False,True,False,False,False,False,False,0.12273351701676895
0,13,389.95,False,False,False,True,False,False,False,False,False,0.7328742101949514
1,1,73.0,False,False,False,True,False,False,False,False,False,0.8749640706754657
0,58,5511.65,False,False,False,True,False,False,False,False,False,0.6627117034236181
0,7,552.95,False,False,False,False,False,False,False,False,False,0.7480978898037873
0,48,1173.35,False,True,False,False,True,True,False,True,False,0.01084207136321188
0,71,6687.85,True,False,True,False,False,False,True,False,True,0.148091922554892
0,9,184.1,False,False,False,False,True,True,False,True,False,0.3301630694201269
0,18,1082.8,False,False,False,False,True,False,False,False,False,0.6036806964074491
0,1,20.2,False,False,False,False,True,True,False,True,False,0.43400685276367884
1,67,1263.05,False,True,False,False,False,True,False,True,False,0.0055379349251951475
0,1,85.0,False,False,False,True,False,False,False,False,False,0.8377878955762181
0,56,5270.6,True,False,False,True,False,False,True,False,False,0.34980332554712856
0,54,2431.95,False,True,False,False,False,False,True,False,False,0.033448729715231176
0,14,263.65,False,True,False,False,True,True,False,True,False,0.06040137077455089
1,14,672.7,False,False,False,True,False,False,False,False,False,0.8019090227600578
0,54,3883.3,False,False,False,False,True,False,True,False,True,0.18679166984010964
0,72,4808.7,False,True,False,False,True,False,True,False,True,0.01928089997300568
0,17,946.95,True,False,False,False,True,False,True,False,False,0.2918710247132825
0,1,20.0,False,False,False,True,False,True,False,True,False,0.586407057938854
0,30,2624.25,False,False,False,True,False,False,False,False,False,0.7381866385285805
0,50,970.85,False,True,True,False,False,True,False,True,False,0.009758615484792005
0,3,58.3,False,False,False,False,True,True,False,True,False,0.406735725702713
0,12,741.4,False,False,False,True,False,False,False,False,True,0.7049754496346279
0,13,952.3,False,False,False,True,False,False,False,False,False,0.785398027454203
1,25,1813.1,False,False,False,True,False,False,False,False,False,0.7789384307764823
0,2,168.2,False,False,False,True,False,False,False,False,False,0.8346231747317079
0,36,2511.95,True,False,False,False,True,False,False,False,True,0.2421069609533412
0,3,152.3,False,False,False,False,True,False,False,False,True,0.6332391541938591
0,66,4264.6,False,False,False,True,False,False,False,False,True,0.294531541934029
0,15,1504.05,False,False,False,True,False,False,False,False,False,0.8097902738640965
0,61,4616.05,False,True,False,False,False,False,False,False,True,0.07498825667959948
0,70,7711.25,False,True,False,False,False,False,True,False,True,0.10964518802550699
1,35,1434.6,False,False,False,True,False,False,False,False,False,0.6006463034436889
0,1,48.6,False,False,True,False,False,False,True,False,False,0.6366997848125474
0,48,1057.0,False,True,False,False,False,True,False,True,False,0.012654621901270001
0,70,2799.75,False,True,False,False,True,False,False,False,True,0.014051905331345699
0,12,1275.65,False,False,False,True,False,False,False,False,False,0.8218351469543964
0,61,7132.15,False,False,False,True,False,False,False,False,True,0.7159714502352135
0,38,3264.5,False,False,True,False,False,False,False,False,True,0.49221430681336453
0,1,71.35,False,False,False,False,True,False,False,False,False,0.7349939875081903
0,56,3512.15,True,False,False,False,False,False,True,False,False,0.12789967429299234
0,5,425.9,False,False,True,False,False,False,False,False,True,0.6645675967804315
0,11,521.9,False,False,False,False,False,False,False,False,False,0.6920303298478901
0,59,6256.2,True,False,False,True,False,False,False,False,False,0.5656566785428739
0,1,45.4,False,False,False,False,True,False,False,False,False,0.7323959623312788
1,72,7689.95,False,True,False,False,False,False,False,False,False,0.27554412453950966
0,22,419.9,True,False,False,False,True,True,False,True,False,0.10263831517518913
0,17,681.4,True,False,False,False,True,False,False,False,False,0.39027926516025396
0,50,2188.45,True,False,False,False,False,False,True,False,True,0.06994912945568336
0,8,520.95,False,False,False,True,False,False,False,False,True,0.7351866615598712
0,56,3457.45,False,True,False,False,False,False,True,False,False,0.04881244057929777
0,3,250.05,False,False,False,True,False,False,False,False,False,0.8313121525956917
0,40,745.3,False,False,False,False,False,True,False,True,False,0.09606408251140777
1,67,6841.05,False,False,True,False,False,False,False,False,False,0.6431176252602957
0,4,365.4,False,False,False,True,False,False,False,False,False,0.8303799912971755
0,67,1327.4,True,False,False,False,False,True,False,True,False,0.01159592125040453
0,4,217.1,False,False,False,True,False,False,True,False,False,0.7183087722939792
0,61,1551.6,False,True,False,False,True,True,False,True,False,0.005628851716423452
0,69,1763.55,True,False,False,True,False,True,False,True,False,0.018803776797478428
0,49,973.35,False,True,False,False,False,True,False,True,False,0.011367112414204334
0,49,4297.95,False,False,True,False,False,False,False,False,False,0.5397281984490762
0,35,3914.05,False,True,False,False,True,False,True,False,True,0.12398045119599668
0,69,1718.2,False,True,False,False,False,True,False,True,False,0.004502066165877319
0,60,3483.45,False,True,False,False,False,False,True,False,True,0.026510873843535107
0,1,40.1,False,False,False,True,False,False,False,False,True,0.7746714845000389
0,17,937.5,True,False,False,False,True,False,False,False,False,0.42191636237760105
0,1,44.55,False,False,True,False,False,False,False,False,False,0.7568043468350637
0,5,99.45,True,False,False,True,False,True,False,True,False,0.3543128381979269
0,13,261.3,False,True,False,False,True,True,False,True,False,0.0641694913332766
0,4,265.35,False,False,False,True,False,False,False,False,False,0.8230364281858684
0,53,3942.45,True,False,False,False,True,False,False,False,True,0.17862021361930747
0,72,4528.0,False,True,False,False,False,False,True,False,True,0.020694769313818747
0,24,487.05,False,True,False,False,True,True,False,True,False,0.036007504269969265
0,19,465.85,False,False,False,False,False,True,False,True,False,0.26807270041934356
0,1,19.85,False,False,False,False,True,True,False,True,False,0.43396279885995837
0,5,402.5,False,False,False,True,False,False,False,False,False,0.8236963720860948
1,71,6179.35,True,False,False,False,False,False,True,False,False,0.22632498951320676
0,72,6254.45,False,True,False,False,False,False,True,False,True,0.04869214448766274
0,42,2536.55,False,False,False,False,False,False,True,False,False,0.31600401583065285
0,14,767.55,False,False,True,False,False,False,False,False,False,0.6572594603760877
0,1,51.25,False,False,False,False,True,False,True,False,False,0.6067247417447821
1,2,142.35,False,False,False,True,False,False,False,False,False,0.8716221735934072
1,72,6440.25,False,True,True,False,False,False,True,False,True,0.06571683096851154
0,13,1222.8,False,False,False,True,False,False,False,False,False,0.8078362154421291
0,18,1358.6,False,False,False,True,False,False,False,False,False,0.7643904402601606
0,45,4442.75,True,False,False,False,False,False,True,False,False,0.32746155333365623
1,55,5409.75,True,False,False,True,False,False,False,False,False,0.5994685971429125
0,1,50.05,False,False,False,True,False,False,False,False,False,0.8353393864165328
0,1,21.1,False,False,False,False,True,True,False,True,False,0.43412013901713137
0,65,1600.95,True,False,True,False,False,True,False,True,False,0.013912297380998761
0,46,3168.0,False,False,True,False,False,False,False,False,False,0.4445964164342793
0,21,452.2,False,False,False,False,True,True,False,True,False,0.20441335909091052
1,24,2440.15,False,False,False,True,False,False,False,False,False,0.8384219567265302
0,34,1993.2,True,False,False,False,True,False,True,False,True,0.13566865083326973
0,13,966.25,True,False,False,False,True,False,False,False,False,0.49069477621945246
0,48,3023.65,True,False,False,False,False,False,True,False,True,0.11629094405609336
0,56,5914.4,True,False,False,True,False,False,False,False,False,0.5710723887658018
0,42,4303.65,False,True,False,True,False,False,False,False,True,0.2640933096986433
0,4,235.05,False,False,False,False,True,False,True,False,False,0.5818882333364437
0,65,3673.15,False,False,False,False,True,False,True,False,False,0.12810407715771494
0,3,78.25,False,False,False,False,True,False,False,False,False,0.7093373890515462
0,70,5460.2,False,True,False,False,False,False,True,False,True,0.03740527519692987
1,1,88.8,False,False,False,True,False,False,False,False,False,0.8758471040284036
0,66,3465.7,True,False,False,False,True,False,True,False,False,0.05641842725258247
0,19,1046.5,False,False,True,False,False,False,False,False,True,0.5203322390592475
0,70,1724.15,False,True,False,False,False,True,False,True,False,0.00422965405520063
0,41,4220.35,False,True,True,False,False,False,False,False,True,0.18427614325009706
0,45,4900.65,False,True,False,False,False,False,False,False,True,0.21168041982885097
0,49,900.9,True,False,False,False,False,True,False,True,False,0.029866873172429198
1,22,1910.6,False,False,False,False,False,False,False,False,True,0.673482300477377
0,56,5608.4,True,False,True,False,False,False,False,False,True,0.32290865394072116
0,15,899.8,False,False,False,False,True,False,True,False,False,0.4870094122774363
0,67,6689.0,True,False,False,False,False,False,True,False,True,0.19798726174528156
0,1,19.65,True,False,False,False,True,True,False,True,False,0.2703541976720561
1,38,3741.85,False,False,False,True,False,False,False,False,False,0.8011010631915793
0,52,3877.65,True,False,True,False,False,False,True,False,True,0.1255849379864311
0,34,682.1,True,False,False,False,False,True,False,True,False,0.0687073180091804
0,69,1356.7,False,True,False,False,False,True,False,True,False,0.003743658787042049
0,4,364.55,False,False,False,True,False,False,False,False,False,0.8303186364175208
0,63,3503.5,True,False,True,False,False,False,False,False,False,0.1306531647822221
0,24,483.15,False,True,False,False,True,True,False,True,False,0.03593820281288617
0,62,5586.45,False,False,False,False,False,False,True,False,False,0.37187420754267686
0,36,679.8,True,False,False,False,False,True,False,True,False,0.060689595212331214
0,38,2656.3,False,False,True,False,False,False,False,False,True,0.4151318440220988
1,47,3825.85,False,False,False,True,False,False,True,False,False,0.5666851962150405
0,38,3013.05,False,False,False,True,False,False,True,False,False,0.5333588237182477
0,42,3875.4,False,False,False,True,False,False,False,False,False,0.7086418624268747
0,42,1108.2,False,True,False,True,False,True,False,True,False,0.028260706209586546
0,3,244.1,False,False,False,True,False,False,False,False,True,0.7699330214306432
1,8,832.35,False,False,True,False,False,False,True,False,True,0.6054898025826724
1,9,732.5,False,False,True,False,False,False,False,False,False,0.7810351523999259
0,58,3972.25,True,False,False,True,False,False,True,False,True,0.14177362799841028
1,21,1236.15,False,False,False,False,False,False,False,False,False,0.6959525922117187
0,10,247.0,False,False,False,False,True,True,False,True,False,0.322795136288086
0,70,6838.6,True,False,False,True,False,False,False,False,False,0.45994893920100205
0,26,1908.35,True,False,False,False,False,False,True,False,True,0.23989265080815073
1,36,3436.1,False,False,False,True,False,False,False,False,False,0.797056768211035
0,72,4804.65,False,True,False,False,False,False,True,False,True,0.02377158971723379
0,9,639.65,False,False,True,False,False,False,True,False,False,0.5837086842361154
0,15,1415.0,False,False,False,True,False,False,False,False,False,0.8026624108501472
1,63,5243.05,True,False,False,False,False,False,True,False,True,0.17264313252698638
0,4,226.2,False,False,False,False,False,False,False,False,True,0.6757497470364657
0,25,541.5,False,False,False,False,True,True,False,True,False,0.1713439339142189
0,46,851.2,False,False,False,True,False,True,False,True,False,0.101269673858807
1,44,4495.65,False,False,False,True,False,False,False,False,True,0.7312622259660542
0,12,255.35,False,False,False,False,True,True,False,True,False,0.2956384192059015
0,1,44.8,False,False,False,True,False,False,False,False,False,0.8349690320909551
0,1,48.55,False,False,False,False,True,False,True,False,False,0.6063945776134635
1,20,1174.35,False,False,False,False,True,False,False,False,False,0.6561376073006753
0,72,8670.1,False,True,True,False,False,False,True,False,True,0.13922910267612573
0,53,3184.25,True,False,False,True,False,False,False,False,True,0.21425363875831882
0,52,1054.75,False,True,False,False,True,True,False,True,False,0.007867269588528214
1,2,140.1,False,False,False,True,False,False,False,False,False,0.871493110935169
0,50,4747.5,False,False,True,False,False,False,True,False,True,0.346070541139793
0,17,1149.65,False,False,False,True,False,False,False,False,False,0.7568661329051926
1,51,1459.35,False,False,True,False,False,False,False,False,False,0.2465918547869614
1,16,1218.25,False,False,False,True,False,False,False,False,False,0.8243836518276642
0,18,1679.4,False,False,False,False,False,False,False,False,True,0.6361270793494065
0,71,6300.85,True,False,False,True,False,False,True,False,True,0.18815376204893383
0,68,2983.65,True,False,False,False,True,False,True,False,False,0.039340355140999234
1,1,74.7,False,False,False,True,False,False,False,False,True,0.8267088190833124
0,25,383.65,False,True,False,False,True,True,False,True,False,0.03210606625097133
1,24,2231.05,False,False,False,True,False,False,False,False,False,0.8233759237227656
0,14,712.75,False,False,False,True,False,False,False,False,False,0.7519277545625391
0,55,3175.85,False,True,False,True,False,False,True,False,True,0.04593347733640276
0,25,1540.2,True,False,False,True,False,False,True,False,False,0.37907343643747693
0,10,563.5,False,False,False,False,True,False,False,False,False,0.663882030967642
0,61,6449.15,True,False,True,False,False,False,False,False,True,0.34562525134791905
0,6,336.7,False,False,False,False,False,False,True,False,False,0.6147159041683133
0,13,243.65,False,True,False,False,True,True,False,True,False,0.06362852177330945
0,2,44.4,False,False,False,False,True,True,False,True,False,0.4209535783288477
0,1,45.0,False,False,False,True,False,False,False,False,False,0.8349831530644392
0,2,139.25,False,False,False,True,False,False,False,False,False,0.8325654819740828
1,49,4718.25,False,False,False,True,False,False,False,False,False,0.7632132926058992
0,1,45.3,False,False,False,False,True,False,False,False,False,0.7323859194689314
0,37,3460.95,False,True,False,False,True,False,False,False,True,0.14897440308125812
0,40,777.35,False,True,False,False,False,True,False,True,False,0.01844431863466439
1,23,2293.6,False,False,False,True,False,False,False,False,False,0.8371507002398164
1,66,7238.6,True,False,False,False,False,False,False,False,False,0.5544145875133006
0,17,1515.1,False,False,False,True,False,False,False,False,False,0.7896526217612276
1,9,746.5,False,False,False,True,False,False,False,False,False,0.8538070042881207
1,39,3949.15,False,False,False,True,False,False,False,False,True,0.7407172325753719
0,23,857.75,False,True,False,False,True,False,True,False,True,0.061084608886959046
0,50,989.05,True,False,True,False,False,True,False,True,False,0.026898097386033964
0,3,315.3,False,False,False,True,False,False,False,False,True,0.7763318023313563
0,61,1336.35,True,False,False,False,False,True,False,True,False,0.01718438783891366
0,24,2072.75,False,False,True,False,False,False,False,False,False,0.6598240450913458
0,14,1203.9,False,False,False,True,False,False,False,False,False,0.7958552734930386
0,52,1345.85,False,True,False,False,True,True,False,True,False,0.009121256401019816
0,15,1308.4,False,False,False,True,False,False,False,False,False,0.7938672509128164
0,33,1952.8,True,False,False,True,False,False,True,False,True,0.23291087031819563
1,69,6382.0,False,False,False,False,False,False,False,False,False,0.5767398141762878
0,61,5526.75,False,True,False,False,True,False,True,False,True,0.05529902319226823
0,71,8297.5,False,True,False,False,False,False,True,False,True,0.13473669182963902
0,53,4921.2,False,False,False,True,False,False,True,False,False,0.5312841981926721
1,42,2421.75,False,False,False,True,False,False,False,False,False,0.6115445308046775
0,36,2854.95,False,False,True,False,False,False,True,False,True,0.3349750194100319
0,25,2686.05,False,False,False,True,False,False,True,False,True,0.6074738956922588
0,8,137.6,False,False,False,False,True,True,False,True,False,0.3394971662314196
0,16,1555.65,False,False,True,False,False,False,False,False,False,0.7157454742196709
0,12,1052.4,False,False,False,False,False,False,False,False,False,0.7341382479519923
0,28,3046.05,False,False,False,True,False,False,False,False,True,0.7310981299658909
0,7,701.3,False,False,False,True,False,False,False,False,False,0.8268154544472291
1,32,3351.55,False,False,False,True,False,False,False,False,True,0.7691746673645711
0,1,78.65,False,False,False,True,False,False,False,False,False,0.8373452236236485
0,8,226.45,False,False,False,True,False,False,True,False,False,0.6632752808095066
0,63,6603.0,False,False,False,True,False,False,False,False,False,0.7121650426168008
0,1,34.7,False,False,False,True,False,False,False,False,False,0.8342546616376604
0,60,6157.6,True,False,False,False,False,False,False,False,False,0.4376204672415519
0,16,1340.1,False,False,False,True,False,False,False,False,False,0.7856498779651925
1,71,6585.2,True,False,False,True,False,False,True,False,True,0.2676695601820251
0,40,3355.65,True,False,False,True,False,False,False,False,False,0.5067317977311232
1,18,1836.25,False,False,False,False,False,False,False,False,True,0.720880791162937
0,5,426.35,False,False,False,False,True,False,False,False,False,0.7189095664533051
0,33,2576.8,False,False,True,False,False,False,False,False,False,0.5815501829301968
0,13,246.7,False,True,False,False,False,True,False,True,False,0.07789145503811479
0,40,2023.55,True,False,False,False,True,False,False,False,False,0.21918835335219328
1,67,7839.85,False,True,True,False,False,False,True,False,True,0.16678744252749148
0,16,762.25,False,False,False,True,False,False,True,False,False,0.6050524046817051
0,59,3958.2,True,False,True,False,False,False,True,False,False,0.1217998296611845
1,8,562.7,False,False,True,False,False,False,False,False,False,0.7773762191806486
0,24,587.4,False,True,False,False,False,True,False,True,False,0.046535118469925925
0,7,144.35,False,False,False,False,True,True,False,True,False,0.3551818504771418
0,72,1734.65,False,True,True,False,False,True,False,True,False,0.003420053140394905
0,44,3973.2,False,False,True,False,False,False,False,False,False,0.5796990488199577
1,38,2869.85,False,False,False,False,False,False,False,False,False,0.6335919638299076
0,4,238.5,False,False,False,True,False,False,False,False,False,0.8210236841803413
0,2,119.5,False,False,False,True,False,False,True,False,False,0.7344959761754637
0,70,3370.2,False,True,False,False,False,False,True,False,True,0.013141543982663147
0,33,2989.6,False,False,False,True,False,False,True,False,False,0.6107132133590365
0,1,24.9,False,False,False,False,True,False,False,False,False,0.7303321810228238
0,39,1309.15,True,False,False,False,True,False,False,False,True,0.12404178825569791
1,55,6382.55,False,False,False,True,False,False,True,False,True,0.6611725073222378
0,52,3482.85,True,False,False,True,False,False,False,False,True,0.2533677849872597
0,30,1561.5,False,False,True,False,False,False,False,False,True,0.40664252904272646
1,60,6017.9,False,False,False,True,False,False,False,False,True,0.6746355720896164
0,50,2614.1,True,False,False,False,False,False,False,False,False,0.19636861701335923
0,32,3608.0,True,False,False,False,False,False,True,False,True,0.3369780865812275
0,51,5498.8,True,False,False,False,False,False,False,False,False,0.5008125590074323
0,1,74.3,False,False,False,False,True,False,False,False,True,0.6542215610183589
0,69,1673.4,False,True,False,False,False,True,False,True,False,0.004400344581663702
0,42,4186.3,False,False,False,True,False,False,False,False,False,0.7404106291924938
0,14,667.7,False,False,False,True,False,False,False,False,False,0.7475968718360019
0,52,1334.5,False,True,True,False,False,True,False,True,False,0.010303249355878116
0,62,6912.7,False,True,False,False,False,False,False,False,True,0.19759442732340746
0,72,1463.45,False,True,False,False,False,True,False,True,False,0.003248015274300362
0,32,3183.4,False,False,False,True,False,False,False,False,True,0.6916032718745989
1,1,69.65,False,False,False,True,False,False,False,False,False,0.8747761549589984
1,72,5602.25,False,True,False,False,False,False,True,False,False,0.0683276338762997
1,1,45.1,False,False,False,False,True,False,False,False,False,0.7886037303928906
0,1,25.75,False,False,False,False,True,True,False,True,False,0.43470556073692024
0,5,541.9,False,False,False,False,True,False,False,False,False,0.7307178272613983
0,63,6536.5,False,True,False,False,False,False,False,False,False,0.2182438870443006
0,67,5398.6,False,True,True,False,False,False,True,False,False,0.058119608930983634
0,40,3915.4,False,False,True,False,False,False,False,False,False,0.6352660391693203
0,65,6069.25,True,False,False,True,False,False,True,False,True,0.2339226506158286
0,16,301.55,False,True,False,False,True,True,False,True,False,0.054346390852481795
1,46,3255.35,True,False,True,False,False,False,False,False,True,0.273111004072392
0,11,425.1,False,False,False,True,False,False,False,False,True,0.6845516665587027
0,49,5025.0,False,False,False,True,False,False,False,False,False,0.7345219617643967
0,68,3723.65,True,False,False,True,False,False,True,False,False,0.09962185631397136
0,10,185.2,True,False,False,False,True,True,False,True,False,0.18247841391358585
1,2,163.7,False,False,False,False,False,False,False,False,False,0.8216553459813267
0,5,351.5,False,False,False,True,False,False,False,False,False,0.8198692110673496
0,53,3419.5,True,False,True,False,False,False,True,False,True,0.09612253303758554
1,54,6077.75,False,True,False,True,False,False,False,False,True,0.3555489785594155
0,4,196.95,False,False,False,False,True,False,False,False,False,0.7083227505492723
1,15,1146.65,False,False,False,True,False,False,False,False,False,0.8285498805324435
0,10,193.05,False,False,False,False,True,True,False,True,False,0.3167819808628201
0,3,196.15,False,False,False,True,False,False,False,False,False,0.8274036102122871
0,71,1836.9,False,True,False,False,False,True,False,True,False,0.004196239735699487
0,8,445.85,False,False,False,False,True,False,False,False,False,0.6795784217248148
1,1,94.0,False,False,False,True,False,False,False,False,False,0.8761365498397999
0,64,6997.3,False,True,False,False,False,False,True,False,True,0.11246854183303172
0,57,1094.35,False,True,True,False,False,True,False,True,False,0.006582825073772515
1,1,100.8,False,False,False,True,False,False,False,False,False,0.8765141814750154
1,20,1259.35,False,False,False,True,False,False,False,False,False,0.7865811949853687
1,26,1652.4,False,False,False,True,False,False,False,False,True,0.6742421475879766
1,2,159.4,False,False,False,False,False,False,False,False,False,0.8213322439436086
0,32,3131.55,True,False,False,False,True,False,True,False,False,0.3201694717721375
0,5,134.75,False,False,False,False,True,True,False,True,False,0.3846682656259983
0,70,7737.55,False,True,False,False,True,False,True,False,False,0.1286485002627529
0,31,1715.65,False,False,False,True,False,False,False,False,True,0.530283142841018
0,7,415.95,False,False,False,False,True,False,False,False,True,0.6030714182280379
0,1,25.35,False,False,False,False,True,False,False,False,False,0.7303775911525284
1,20,1842.8,False,False,False,True,False,False,False,False,False,0.8324933878618569
0,35,2021.2,True,False,False,False,True,False,True,False,False,0.1795854781795347
0,6,414.1,False,False,False,False,True,False,False,False,False,0.7041301415161134
0,72,5430.65,False,True,False,False,True,False,True,False,True,0.02632699858415263
0,13,244.8,True,False,False,True,False,True,False,True,False,0.2589245073755037
1,4,179.85,False,False,False,False,True,False,False,False,False,0.7664476592603755
0,63,1177.05,False,True,False,False,True,True,False,True,False,0.004079862330575326
0,69,5878.9,False,True,False,False,True,False,True,False,True,0.03978837771087698
0,3,139.35,False,False,False,False,True,False,True,False,True,0.4908154112902235
1,71,5676.0,False,True,True,False,False,False,True,False,False,0.06937575358394837
0,15,340.85,False,False,True,False,False,True,False,True,False,0.2905531982810558
0,30,599.25,False,True,False,False,True,True,False,True,False,0.025975158610952388
0,23,2032.3,False,False,False,False,False,False,False,False,True,0.6012624952170609
1,9,183.15,True,False,True,False,False,True,False,True,False,0.2696841424444014
0,35,638.0,True,False,False,False,True,True,False,True,False,0.05160783726420572
0,6,355.1,False,False,False,True,False,False,False,False,False,0.810239578662573
0,1,75.05,False,False,False,False,True,False,False,False,False,0.7353631022555724
0,72,1857.85,False,True,False,False,False,True,False,True,False,0.003972555801431328
0,45,3858.05,False,True,False,False,True,False,True,False,True,0.06652441822363098
0,7,608.8,False,False,False,True,False,False,False,False,True,0.7561806470301106
0,70,3442.8,False,True,False,False,False,False,True,False,True,0.013632834535478472
0,53,1110.05,False,True,True,False,False,True,False,True,False,0.008614237891042605
0,4,201.1,False,False,True,False,False,False,False,False,False,0.7346295531264383
0,72,6786.1,False,True,False,True,False,False,True,False,True,0.0910249062858007
0,72,3139.8,False,True,True,False,False,False,True,False,True,0.009419926576705276
1,17,1563.9,False,False,False,True,False,False,False,False,False,0.8399301608743942
0,7,515.45,False,False,False,False,False,False,False,False,False,0.7444596011357174
0,11,221.35,False,False,True,False,False,True,False,True,False,0.33381584361209526
0,2,147.15,False,False,True,False,False,False,False,False,False,0.7543729658419523
0,72,7624.2,False,True,False,True,False,False,True,False,True,0.13334080416786015
0,11,851.8,False,False,False,False,True,False,False,False,False,0.6819244865733536
1,5,449.75,False,False,False,True,False,False,False,False,False,0.8671136538943345
1,4,308.7,False,False,False,True,False,False,False,False,False,0.8663587020870217
0,30,1474.9,False,False,False,False,True,False,False,False,False,0.45831586368695926
0,11,202.3,False,True,True,False,False,True,False,True,False,0.07945317859397648
0,17,836.35,False,False,False,False,True,False,False,False,False,0.5891085832871689
1,34,1765.95,False,False,False,True,False,False,False,False,False,0.6555855241019417
1,2,78.65,False,False,False,True,False,False,False,False,False,0.8679253174033457
0,55,1001.5,True,False,False,False,False,True,False,True,False,0.021382515566326553
1,5,287.85,False,False,True,False,False,False,True,False,True,0.5857937981261154
0,11,196.35,True,False,False,False,True,True,False,True,False,0.1736938969033619
0,1,79.6,False,False,False,True,False,False,False,False,False,0.8374115120010553
0,70,1303.5,False,True,False,False,False,True,False,True,False,0.0034123367084942366
1,2,156.4,False,False,False,False,True,False,False,False,False,0.78714840213498
0,7,511.25,False,False,False,True,False,False,False,False,False,0.8124244307926552
0,35,684.4,False,True,False,False,True,True,False,True,False,0.019659137200274703
0,58,4299.2,True,False,True,False,False,False,True,False,True,0.10726376865626011
